Statistical profiling result from .\isolate-000001F9E0ABE580-20512-v8.log, (20519 ticks, 24 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      2   40.0%            LazyCompile: *invokePartial D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\runtime.js:298:23
      2   40.0%            LazyCompile: *compile D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\compiler\javascript-compiler.js:73:28
      1   20.0%            LazyCompile: *<anonymous> D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express-handlebars\dist\express-handlebars.js:227:47
      4   44.4%          LazyCompile: *setupHelper D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\compiler\javascript-compiler.js:1020:36
      3   75.0%            LazyCompile: *invokeAmbiguous D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\compiler\javascript-compiler.js:699:44
      1   25.0%            Function: ^invokeKnownHelper D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\compiler\javascript-compiler.js:682:48
      9    6.3%        LazyCompile: *invokePartialWrapper D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\runtime.js:70:32
      9  100.0%          Function: ^<anonymous> :1:20
      9  100.0%            LazyCompile: *ret D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\runtime.js:188:15
      6    4.2%        LazyCompile: *onMessage D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\mongodb\lib\cmap\connection.js:156:14
      5   83.3%          Function: ^<anonymous> D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\mongodb\lib\cmap\connection.js:60:44
      5  100.0%            LazyCompile: *processIncomingData D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\mongodb\lib\cmap\message_stream.js:84:29
      1   16.7%          LazyCompile: *<anonymous> D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\mongodb\lib\cmap\connection.js:60:44
      1  100.0%            LazyCompile: *processIncomingData D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\mongodb\lib\cmap\message_stream.js:84:29
      5    3.5%        LazyCompile: *endSession D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\mongodb\lib\sessions.js:129:15
      2   40.0%          LazyCompile: *<anonymous> D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\mongodb\lib\operations\update.js:76:40
      2  100.0%            LazyCompile: *<anonymous> D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\mongodb\lib\sdam\server.js:210:101
      1   20.0%          LazyCompile: *cleanupCursor D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\mongodb\lib\cursor\abstract_cursor.js:536:23
      1  100.0%            LazyCompile: *<anonymous> D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\mongodb\lib\cursor\abstract_cursor.js:428:42
      1   20.0%          LazyCompile: *<anonymous> D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\mongodb\lib\operations\execute_operation.js:69:70
      1  100.0%            Function: ^<anonymous> D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\mongodb\lib\operations\update.js:76:40
      1   20.0%          Function: ^cleanupCursor D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\mongodb\lib\cursor\abstract_cursor.js:536:23
      1  100.0%            Function: ^<anonymous> D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\mongodb\lib\cursor\abstract_cursor.js:428:42
      5    3.5%        D:\Programs\nodejs\node.exe
      2   40.0%          LazyCompile: *isValid D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\mongodb\lib\read_preference.js:133:19
      2  100.0%            LazyCompile: *selectServer D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\mongodb\lib\sdam\topology.js:254:17
      2   40.0%          LazyCompile: *<anonymous> D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\connect-mongo\build\main\lib\MongoStore.js:236:10
      2  100.0%            Function: ^set D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\connect-mongo\build\main\lib\MongoStore.js:234:8
      1   20.0%          D:\Programs\nodejs\node.exe
      1  100.0%            LazyCompile: *Glob._processReaddir2 D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\glob\glob.js:375:44
      4    2.8%        LazyCompile: *header D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express\lib\response.js:777:29
      4  100.0%          LazyCompile: *send D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express\lib\response.js:111:25
      4  100.0%            Function: ^done D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express\lib\response.js:1033:27
      4    2.8%        LazyCompile: *expressInit D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express\lib\middleware\init.js:29:30
      4  100.0%          LazyCompile: *trim_prefix D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express\lib\router\index.js:293:23
      4  100.0%            LazyCompile: *next D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express\lib\router\index.js:177:16
      4    2.8%        LazyCompile: *append D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\compiler\javascript-compiler.js:394:26
      4  100.0%          LazyCompile: *compile D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\compiler\javascript-compiler.js:73:28
      4  100.0%            LazyCompile: *<anonymous> D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express-handlebars\dist\express-handlebars.js:227:47
      3    2.1%        LazyCompile: *pretty D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\pino-pretty\index.js:119:19
      3  100.0%          LazyCompile: *ondata node:internal/streams/readable:752:18
      3  100.0%            LazyCompile: *readableAddChunk node:internal/streams/readable:236:26
      3    2.1%        LazyCompile: *pipe D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\send\index.js:506:43
      3  100.0%          LazyCompile: *serveStatic D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\serve-static\index.js:72:31
      3  100.0%            LazyCompile: *trim_prefix D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express\lib\router\index.js:293:23
      3    2.1%        LazyCompile: *Msg D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\mongodb\lib\cmap\commands.js:317:16
      3  100.0%          LazyCompile: *command D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\mongodb\lib\cmap\connection.js:251:12
      3  100.0%            LazyCompile: *<anonymous> D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\mongodb\lib\sdam\server.js:204:42
      3    2.1%        LazyCompile: *<anonymous> D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express-handlebars\dist\express-handlebars.js:227:47
      3  100.0%          LazyCompile: *step D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express-handlebars\dist\express-handlebars.js:31:18
      3  100.0%            LazyCompile: *fulfilled D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express-handlebars\dist\express-handlebars.js:21:27
      3    2.1%        Function: ^databaseNamespace D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\mongodb\lib\utils.js:377:27
      3  100.0%          Function: ^Msg D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\mongodb\lib\cmap\commands.js:317:16
      3  100.0%            LazyCompile: *command D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\mongodb\lib\cmap\connection.js:251:12
      2    1.4%        LazyCompile: *parse D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\minimatch\minimatch.js:413:9
      1   50.0%          LazyCompile: *setopts D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\glob\common.js:48:18
      1  100.0%            LazyCompile: *Glob D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\glob\glob.js:117:15
      1   50.0%          D:\Programs\nodejs\node.exe
      1  100.0%            Function: ^<anonymous> D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\minimatch\minimatch.js:222:19
      2    1.4%        LazyCompile: *format D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\content-type\index.js:65:17
      2  100.0%          LazyCompile: *send D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express\lib\response.js:111:25
      2  100.0%            Function: ^done D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express\lib\response.js:1033:27
      2    1.4%        LazyCompile: *escapeExpression D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\utils.js:77:26
      2  100.0%          Function: ^<anonymous> :1:20
      1   50.0%            LazyCompile: *execIteration D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\helpers\each.js:39:27
      1   50.0%            Function: ^prog D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\runtime.js:260:16
      2    1.4%        LazyCompile: *appendEscaped D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\compiler\javascript-compiler.js:416:40
      2  100.0%          LazyCompile: *compile D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\compiler\javascript-compiler.js:73:28
      2  100.0%            LazyCompile: *compile D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\compiler\javascript-compiler.js:73:28
      2    1.4%        LazyCompile: *Glob._process D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\glob\glob.js:295:36
      1   50.0%          LazyCompile: *Glob._processGlobStar2 D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\glob\glob.js:631:45
      1  100.0%            Function: ^<anonymous> D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\glob\glob.js:625:43
      1   50.0%          Function: ^Glob D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\glob\glob.js:117:15
      1  100.0%            Function: ^glob D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\glob\glob.js:62:15
      2    1.4%        LazyCompile: *<anonymous> :1:20
      1   50.0%          LazyCompile: *<anonymous> D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\helpers\each.js:75:19
      1  100.0%            Function: ^<anonymous> D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\helpers\each.js:15:44
      1   50.0%          Function: ^prog D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\runtime.js:260:16
      1  100.0%            LazyCompile: *<anonymous> D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\helpers\each.js:15:44
      2    1.4%        Function: ^readPackageScope node:internal/modules/cjs/loader:321:26
      2  100.0%          Function: ^trySelf node:internal/modules/cjs/loader:441:17
      2  100.0%            Function: ^Module._resolveFilename node:internal/modules/cjs/loader:848:35
      2    1.4%        Function: ^parseObject D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\qs\lib\parse.js:115:28
      2  100.0%          Function: ^parseQueryStringKeys D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\qs\lib\parse.js:150:46
      1   50.0%            LazyCompile: *query D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express\lib\middleware\query.js:39:24
      1   50.0%            Function: ^module.exports D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\qs\lib\parse.js:239:27
      2    1.4%        Function: ^fromString D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\mongodb\lib\utils.js:316:22
      2  100.0%          Function: ^ns D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\mongodb\lib\utils.js:294:12
      2  100.0%            Function: ^<anonymous> D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\mongodb\lib\cursor\abstract_cursor.js:428:42
      2    1.4%        Function: ^escapeExpression D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\utils.js:77:26
      2  100.0%          Function: ^<anonymous> :1:20
      2  100.0%            Function: ^prog D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\runtime.js:260:16
    121    6.0%      Function: ^handleWriteReq node:internal/stream_base_commons:45:24
    121  100.0%        Function: ^writeGeneric node:internal/stream_base_commons:147:22
    121  100.0%          Function: ^Socket._writeGeneric node:net:791:42
    121  100.0%            Function: ^Socket._write node:net:828:35
     82    4.0%      LazyCompile: *compile D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\compiler\javascript-compiler.js:73:28
     37   45.1%        LazyCompile: *<anonymous> D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express-handlebars\dist\express-handlebars.js:227:47
     37  100.0%          LazyCompile: *step D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express-handlebars\dist\express-handlebars.js:31:18
     37  100.0%            LazyCompile: *fulfilled D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express-handlebars\dist\express-handlebars.js:21:27
     21   25.6%        LazyCompile: *compile D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\compiler\javascript-compiler.js:73:28
     12   57.1%          LazyCompile: *invokePartial D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\runtime.js:298:23
     10   83.3%            LazyCompile: *invokePartialWrapper D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\runtime.js:70:32
      2   16.7%            Function: ^invokePartialWrapper D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\runtime.js:70:32
      6   28.6%          LazyCompile: *<anonymous> D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express-handlebars\dist\express-handlebars.js:227:47
      6  100.0%            LazyCompile: *step D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express-handlebars\dist\express-handlebars.js:31:18
      3   14.3%          Function: ^compileInput D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\compiler\compiler.js:507:24
      3  100.0%            Function: ^ret D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\compiler\compiler.js:515:15
     20   24.4%        LazyCompile: *invokePartial D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\runtime.js:298:23
     16   80.0%          LazyCompile: *invokePartialWrapper D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\runtime.js:70:32
     16  100.0%            Function: ^<anonymous> :1:20
      4   20.0%          Function: ^invokePartialWrapper D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\runtime.js:70:32
      4  100.0%            Function: ^<anonymous> :1:20
      3    3.7%        Function: ^compileInput D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\compiler\compiler.js:507:24
      3  100.0%          Function: ^ret D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\compiler\compiler.js:515:15
      2   66.7%            Function: ^invokePartial D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\runtime.js:298:23
      1   33.3%            Function: ^ExpressHandlebars._renderTemplate D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express-handlebars\dist\express-handlebars.js:321:60
      1    1.2%        LazyCompile: *compileInput D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\compiler\compiler.js:507:24
      1  100.0%          Function: ^ret D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\compiler\compiler.js:515:15
      1  100.0%            Function: ^invokePartial D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\runtime.js:298:23
     76    3.8%      Function: ^compileFunction node:vm:308:25
     74   97.4%        Function: ^wrapSafe node:internal/modules/cjs/loader:1017:18
     70   94.6%          Function: ^Module._compile node:internal/modules/cjs/loader:1059:37
     67   95.7%            Function: ^Module._extensions..js node:internal/modules/cjs/loader:1114:37
      3    4.3%            LazyCompile: ~Module._extensions..js node:internal/modules/cjs/loader:1114:37
      4    5.4%          LazyCompile: ~Module._compile node:internal/modules/cjs/loader:1059:37
      4  100.0%            LazyCompile: ~Module._extensions..js node:internal/modules/cjs/loader:1114:37
      2    2.6%        LazyCompile: ~wrapSafe node:internal/modules/cjs/loader:1017:18
      2  100.0%          LazyCompile: ~Module._compile node:internal/modules/cjs/loader:1059:37
      2  100.0%            LazyCompile: ~Module._extensions..js node:internal/modules/cjs/loader:1114:37
     64    3.2%      Function: ^writeSync node:fs:862:19
     64  100.0%        Function: ^actualWrite D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\sonic-boom\index.js:389:22
     64  100.0%          Function: ^SonicBoom.write D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\sonic-boom\index.js:237:38
     64  100.0%            Function: ^ondata D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\pino-pretty\node_modules\readable-stream\lib\internal\streams\readable.js:697:18
     53    2.6%      Function: ^statSync node:fs:1543:18
     49   92.5%        Function: ^tryStat D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express\lib\view.js:174:17
     49  100.0%          Function: ^resolve D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express\lib\view.js:146:42
     49  100.0%            Function: ^lookup D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express\lib\view.js:104:40
      2    3.8%        Function: ^fileExists node:internal/modules/esm/resolve:288:20
      2  100.0%          LazyCompile: ~legacyMainResolve node:internal/modules/esm/resolve:304:27
      1   50.0%            LazyCompile: ~packageResolve node:internal/modules/esm/resolve:897:24
      1   50.0%            Function: ^packageResolve node:internal/modules/esm/resolve:897:24
      1    1.9%        LazyCompile: ~fileExists node:internal/modules/esm/resolve:288:20
      1  100.0%          LazyCompile: ~legacyMainResolve node:internal/modules/esm/resolve:304:27
      1  100.0%            LazyCompile: ~packageResolve node:internal/modules/esm/resolve:897:24
      1    1.9%        Function: ^tryStatSync node:internal/modules/esm/resolve:189:3
      1  100.0%          Function: ^packageResolve node:internal/modules/esm/resolve:897:24
      1  100.0%            Function: ^moduleResolve node:internal/modules/esm/resolve:988:23
     39    1.9%      LazyCompile: *initialize D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\passport\lib\middleware\initialize.js:51:29
     39  100.0%        LazyCompile: *trim_prefix D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express\lib\router\index.js:293:23
     39  100.0%          LazyCompile: *next D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express\lib\router\index.js:177:16
     36   92.3%            Function: ^error D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\serve-static\index.js:115:39
      3    7.7%            LazyCompile: *error D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\serve-static\index.js:115:39
     33    1.6%      LazyCompile: *next D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\compiler\parser.js:478:32
     33  100.0%        LazyCompile: *parse D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\compiler\parser.js:269:30
     23   69.7%          LazyCompile: *parseWithoutProcessing D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\compiler\base.js:33:32
     21   91.3%            LazyCompile: *<anonymous> D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express-handlebars\dist\express-handlebars.js:227:47
      2    8.7%            Function: ^parse D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\compiler\base.js:51:15
      6   18.2%          LazyCompile: *invokePartial D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\runtime.js:298:23
      6  100.0%            LazyCompile: *invokePartialWrapper D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\runtime.js:70:32
      3    9.1%          Function: ^parseWithoutProcessing D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\compiler\base.js:33:32
      3  100.0%            Function: ^parse D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\compiler\base.js:51:15
      1    3.0%          LazyCompile: *compileInput D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\compiler\compiler.js:507:24
      1  100.0%            Function: ^ret D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\handlebars\dist\cjs\handlebars\compiler\compiler.js:515:15
     32    1.6%      LazyCompile: *<anonymous> file:///D:/Courses/Backend%20Coderhouse/Clase%2030%20-%20PROXY%20_%20NGINX/Servidor-con-balance-de-carga/routes/mainRouter.js:47:25
     18   56.3%        LazyCompile: *handle D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express\lib\router\layer.js:86:49
     18  100.0%          Function: ^next D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express\lib\router\route.js:116:16
     18  100.0%            Function: ^dispatch D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express\lib\router\route.js:98:45
     14   43.8%        LazyCompile: *dispatch D:\Courses\Backend Coderhouse\Clase 30 - PROXY _ NGINX\Servidor-con-balance-de-carga\node_modules\express\lib\router\route.js:98:45
